eventID	eventDate	year	month	day	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	footprintWKT	verbatimLocality	locality	waterBody	eventTime	eventRemarks	samplingProtocol	reportedWeather	time_start	time_stop	Sea State (BF)	Cloud cover (%)	Vessel speed (nm)
TOPP_72	2023-03-14	2023	3	14	-60.9150	-64.7792	3401	LINESTRING (-64.8267 -60.8950, -64.7317 -60.9350)			Drake Passage	06:30Z/07:00Z		Top Predators census (page 88) https://doi.org/10.5281/zenodo.8013721		06:30	07:00	3	100	
TOPP_73	2023-03-14	2023	3	14	-57.7833	-65.3409	4551	LINESTRING (-65.3567 -57.7433, -65.3250 -57.8233)			Drake Passage	05:30Z/06:00Z		Top Predators census (page 88) https://doi.org/10.5281/zenodo.8013721		05:30	06:00	2	80	
TOPP_74	2023-03-14	2023	3	14	-57.8700	-65.3125	5251	LINESTRING (-65.3250 -57.8233, -65.3000 -57.9167)			Drake Passage	06:00Z/06:30Z		Top Predators census (page 88) https://doi.org/10.5281/zenodo.8013721		06:00	06:30	2	90	
TOPP_75	2023-03-14	2023	3	14	-56.0300	-65.0975	106869	LINESTRING (-65.0850 -56.9900, -65.1100 -55.0700)			Drake Passage	14:00Z/14:30Z		Top Predators census (page 88) https://doi.org/10.5281/zenodo.8013721		14:00	14:30	4	60	
TOPP_76	2023-03-14	2023	3	14	-55.1025	-65.1133	3624	LINESTRING (-65.1100 -55.0700, -65.1167 -55.1350)			Drake Passage	14:30Z/15:00Z		Top Predators census (page 88) https://doi.org/10.5281/zenodo.8013721		14:30	15:00	5	40	
TOPP_77	2023-03-14	2023	3	14	-55.1709	-65.1192	3993	LINESTRING (-65.1167 -55.1350, -65.1217 -55.2067)			Drake Passage	15:00Z/15:30Z		Top Predators census (page 88) https://doi.org/10.5281/zenodo.8013721		15:00	15:30	5	100	
TOPP_78	2023-03-14	2023	3	14	-55.2400	-65.1225	3707	LINESTRING (-65.1217 -55.2067, -65.1233 -55.2733)			Drake Passage	15:30Z/16:00Z		Top Predators census (page 88) https://doi.org/10.5281/zenodo.8013721		15:30	16:00	4	100	
TOPP_79	2023-03-14	2023	3	14	-53.0825	-66.6609	3735	LINESTRING (-66.7167 -53.0817, -66.6050 -53.0833)			Magellanic Area	05:00Z/05:30Z		Top Predators census (page 88) https://doi.org/10.5281/zenodo.8013721		05:00	05:30	2	90	
TOPP_8	2023-02-14	2023	2	14	-55.5318	-66.8686	3229	LINESTRING (-66.8672 -55.5608, -66.8700 -55.5028)			Drake passage	16:30Z/17:00Z		Top Predators census (page 88) https://doi.org/10.5281/zenodo.8013721		16:30	17:00	2	70	
TOPP_80	2023-03-14	2023	3	14	-53.0816	-66.5475	3849	LINESTRING (-66.6050 -53.0833, -66.4900 -53.0800)			Magellanic Area	05:30Z/06:00Z		Top Predators census (page 88) https://doi.org/10.5281/zenodo.8013721		05:30	06:00	2	50	
TOPP_81	2023-02-14	2023	2	14	-60.7000	-64.9245	0	POINT (-64.9245 -60.7000)			Drake passage	14:00Z	Observation ponctuelle	Top Predators census (page 88) https://doi.org/10.5281/zenodo.8013721		14:00				
TOPP_82	2023-02-14	2023	2	14	-62.6245	-64.5017	0	POINT (-64.5017 -62.6245)			Drake passage	05:15Z/05:16Z	Observation ponctuelle	Top Predators census (page 88) https://doi.org/10.5281/zenodo.8013721		05:15	05:16			
TOPP_9	2023-02-14	2023	2	14	-55.4748	-66.8742	3127	LINESTRING (-66.8700 -55.5028, -66.8783 -55.4468)			Drake passage	17:00Z/17:30Z		Top Predators census (page 88) https://doi.org/10.5281/zenodo.8013721		17:00	17:30	2	30	
