occurrenceID	institutionCode	year	month	day	eventID	time_start_utc	time_start_utc_text	time_stop_utc	time_stop_utc_text	Sea State (BF)	Cloud cover (%)	Vessel speed (nm)	latitude_start_degree	latitude_start_decimal_minute	longitude_start_degree	longitude_start_decimal_minute	latitude_stop_degree	latitude_stop_decimal_minute	longitude_stop_degree	longitude_stop_decimal_minute	geodeticDatum	vernacularName	individualCount	verbatimIdentification	verbatimScientificName	identificationQualifier	scientificNameID	kingdom	phylum	class	order	family	genus	specificEpithet	scientificNameAuthorship	scientificName	taxonRank	identifiedBy	waterBody	higherGeographyID	basisOfRecord	recordedBy	recordedByID	eventRemarks	locality	verbatimLocality	remark	reportedWeather	identificationRemarks	occurrenceStatus	samplingProtocol	time_start	time_stop	eventTime	eventDate	decimalLatitude_start	decimalLongitude_start	decimalLatitude_end	decimalLongitude_end	footprintWKT	decimalLongitude	decimalLatitude	coordinateUncertaintyInMeters
437	ULB - EMC2	2024	2	7	T2 TOPP_01	19:30	19:30:00	20:00	20:00:00		60	9	54	55	67	25.2	54	54.8	67	18.2	EPSG:4326	Magellanic Penguin	1	Spheniscus magellanicus	Spheniscus magellanicus		urn:lsid:marinespecies.org:taxname:225782	Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae	Spheniscus	magellanicus	(Forster, 1781)	Spheniscus magellanicus (Forster, 1781)	species	Henri Robert	Magellanic Area		HumanObservation	Henri Robert | Bruno Danis	https://orcid.org/0000-0002-9037-7623							present	Top predators (page 80) https://doi.org/10.5281/zenodo.11653689	19:30	20:00	19:30Z/20:00Z	2024-02-07	-53.0833	-66.58	-53.0867	-66.6967	LINESTRING (-66.5800 -53.0833, -66.6967 -53.0867)	-66.6384	-53.0850	3906
438	ULB - EMC2	2024	2	7	T2 TOPP_01	19:30	19:30:00	20:00	20:00:00		60	9	54	55	67	25.2	54	54.8	67	18.2	EPSG:4326	Black-browed Albatross	1500	Thalassarche melanophris	Thalassarche melanophris		urn:lsid:marinespecies.org:taxname:343995	Animalia	Chordata	Aves	Procellariiformes	Diomedeidae	Thalassarche	melanophris	(Temminck, 1828)	Thalassarche melanophris (Temminck, 1828)	species	Henri Robert	Magellanic Area		HumanObservation	Henri Robert | Bruno Danis	https://orcid.org/0000-0002-9037-7623							present	Top predators (page 80) https://doi.org/10.5281/zenodo.11653689	19:30	20:00	19:30Z/20:00Z	2024-02-07	-53.0833	-66.58	-53.0867	-66.6967	LINESTRING (-66.5800 -53.0833, -66.6967 -53.0867)	-66.6384	-53.0850	3906
439	ULB - EMC2	2024	2	7	T2 TOPP_01	19:30	19:30:00	20:00	20:00:00		60	9	54	55	67	25.2	54	54.8	67	18.2	EPSG:4326	Southern Giant-petrel	50	Macronectes giganteus	Macronectes giganteus		urn:lsid:marinespecies.org:taxname:212636	Animalia	Chordata	Aves	Procellariiformes	Procellariidae	Macronectes	giganteus	(Gmelin, 1789)	Macronectes giganteus (Gmelin, 1789)	species	Henri Robert	Magellanic Area		HumanObservation	Henri Robert | Bruno Danis	https://orcid.org/0000-0002-9037-7623							present	Top predators (page 80) https://doi.org/10.5281/zenodo.11653689	19:30	20:00	19:30Z/20:00Z	2024-02-07	-53.0833	-66.58	-53.0867	-66.6967	LINESTRING (-66.5800 -53.0833, -66.6967 -53.0867)	-66.6384	-53.0850	3906
440	ULB - EMC2	2024	2	7	T2 TOPP_01	19:30	19:30:00	20:00	20:00:00		60	9	54	55	67	25.2	54	54.8	67	18.2	EPSG:4326	Sooty Shearwater	2	Ardenna grisea	Ardenna grisea		urn:lsid:marinespecies.org:taxname:707542	Animalia	Chordata	Aves	Procellariiformes	Procellariidae	Ardenna	grisea	(Gmelin, 1789)	Ardenna grisea (Gmelin, 1789)	species	Henri Robert	Magellanic Area		HumanObservation	Henri Robert | Bruno Danis	https://orcid.org/0000-0002-9037-7623							present	Top predators (page 80) https://doi.org/10.5281/zenodo.11653689	19:30	20:00	19:30Z/20:00Z	2024-02-07	-53.0833	-66.58	-53.0867	-66.6967	LINESTRING (-66.5800 -53.0833, -66.6967 -53.0867)	-66.6384	-53.0850	3906
441	ULB - EMC2	2024	2	7	T2 TOPP_01	19:30	19:30:00	20:00	20:00:00		60	9	54	55	67	25.2	54	54.8	67	18.2	EPSG:4326	South American Tern	40	Sterna hirundinacea	Sterna hirundinacea		urn:lsid:marinespecies.org:taxname:225979	Animalia	Chordata	Aves	Charadriiformes	Laridae	Sterna	hirundinacea	Lesson, 1831	Sterna hirundinacea Lesson, 1831	species	Henri Robert	Magellanic Area		HumanObservation	Henri Robert | Bruno Danis	https://orcid.org/0000-0002-9037-7623							present	Top predators (page 80) https://doi.org/10.5281/zenodo.11653689	19:30	20:00	19:30Z/20:00Z	2024-02-07	-53.0833	-66.58	-53.0867	-66.6967	LINESTRING (-66.5800 -53.0833, -66.6967 -53.0867)	-66.6384	-53.0850	3906
442	ULB - EMC2	2024	2	7	T2 TOPP_01	19:30	19:30:00	20:00	20:00:00		60	9	54	55	67	25.2	54	54.8	67	18.2	EPSG:4326	Imperial Cormoran	2215	Leucocarbo atriceps	Leucocarbo atriceps		urn:lsid:marinespecies.org:taxname:1603882	Animalia	Chordata	Aves	Pelecaniformes	Phalacrocoracidae	Leucocarbo	atriceps	(King, 1828)	Leucocarbo atriceps (King, 1828)	species	Henri Robert	Magellanic Area		HumanObservation	Henri Robert | Bruno Danis	https://orcid.org/0000-0002-9037-7623							present	Top predators (page 80) https://doi.org/10.5281/zenodo.11653689	19:30	20:00	19:30Z/20:00Z	2024-02-07	-53.0833	-66.58	-53.0867	-66.6967	LINESTRING (-66.5800 -53.0833, -66.6967 -53.0867)	-66.6384	-53.0850	3906
463	ULB - EMC2	2024	2	7	T2 TOPP_05	21:30	21:30:00	22:00	22:00:00		20	9	54	57.4	66	59.1	54	59.8	66	52.3	EPSG:4326	Black-browed Albatross	24	Thalassarche melanophris	Thalassarche melanophris		urn:lsid:marinespecies.org:taxname:343995	Animalia	Chordata	Aves	Procellariiformes	Diomedeidae	Thalassarche	melanophris	(Temminck, 1828)	Thalassarche melanophris (Temminck, 1828)	species	Henri Robert	Magellanic Area		HumanObservation	Henri Robert | Bruno Danis	https://orcid.org/0000-0002-9037-7623							present	Top predators (page 80) https://doi.org/10.5281/zenodo.11653689	21:30	22:00	21:30Z/22:00Z	2024-02-07	-53.0433	-65.015	-53.0033	-65.1283	LINESTRING (-65.0150 -53.0433, -65.1283 -53.0033)	-65.0717	-53.0233	4399
464	ULB - EMC2	2024	2	7	T2 TOPP_05	21:30	21:30:00	22:00	22:00:00		20	9	54	57.4	66	59.1	54	59.8	66	52.3	EPSG:4326	Sooty Shearwater	1	Ardenna grisea	Ardenna grisea		urn:lsid:marinespecies.org:taxname:707542	Animalia	Chordata	Aves	Procellariiformes	Procellariidae	Ardenna	grisea	(Gmelin, 1789)	Ardenna grisea (Gmelin, 1789)	species	Henri Robert	Magellanic Area		HumanObservation	Henri Robert | Bruno Danis	https://orcid.org/0000-0002-9037-7623							present	Top predators (page 80) https://doi.org/10.5281/zenodo.11653689	21:30	22:00	21:30Z/22:00Z	2024-02-07	-53.0433	-65.015	-53.0033	-65.1283	LINESTRING (-65.0150 -53.0433, -65.1283 -53.0033)	-65.0717	-53.0233	4399
465	ULB - EMC2	2024	2	7	T2 TOPP_05	21:30	21:30:00	22:00	22:00:00		20	9	54	57.4	66	59.1	54	59.8	66	52.3	EPSG:4326	Chilean Skua	1	Stercorarius chilensis	Stercorarius chilensis		urn:lsid:marinespecies.org:taxname:567472	Animalia	Chordata	Aves	Charadriiformes	Stercorariidae	Stercorarius	chilensis	Bonaparte, 1857	Stercorarius chilensis Bonaparte, 1857	species	Henri Robert	Magellanic Area		HumanObservation	Henri Robert | Bruno Danis	https://orcid.org/0000-0002-9037-7623							present	Top predators (page 80) https://doi.org/10.5281/zenodo.11653689	21:30	22:00	21:30Z/22:00Z	2024-02-07	-53.0433	-65.015	-53.0033	-65.1283	LINESTRING (-65.0150 -53.0433, -65.1283 -53.0033)	-65.0717	-53.0233	4399
466	ULB - EMC2	2024	2	7	T2 TOPP_05	21:30	21:30:00	22:00	22:00:00		20	9	54	57.4	66	59.1	54	59.8	66	52.3	EPSG:4326	South American Tern	7	Sterna hirundinacea	Sterna hirundinacea		urn:lsid:marinespecies.org:taxname:225979	Animalia	Chordata	Aves	Charadriiformes	Laridae	Sterna	hirundinacea	Lesson, 1831	Sterna hirundinacea Lesson, 1831	species	Henri Robert	Magellanic Area		HumanObservation	Henri Robert | Bruno Danis	https://orcid.org/0000-0002-9037-7623							present	Top predators (page 80) https://doi.org/10.5281/zenodo.11653689	21:30	22:00	21:30Z/22:00Z	2024-02-07	-53.0433	-65.015	-53.0033	-65.1283	LINESTRING (-65.0150 -53.0433, -65.1283 -53.0033)	-65.0717	-53.0233	4399
467	ULB - EMC2	2024	2	7	T2 TOPP_05	21:30	21:30:00	22:00	22:00:00		20	9	54	57.4	66	59.1	54	59.8	66	52.3	EPSG:4326	Imperial Cormoran	6	Leucocarbo atriceps	Leucocarbo atriceps		urn:lsid:marinespecies.org:taxname:1603882	Animalia	Chordata	Aves	Pelecaniformes	Phalacrocoracidae	Leucocarbo	atriceps	(King, 1828)	Leucocarbo atriceps (King, 1828)	species	Henri Robert	Magellanic Area		HumanObservation	Henri Robert | Bruno Danis	https://orcid.org/0000-0002-9037-7623							present	Top predators (page 80) https://doi.org/10.5281/zenodo.11653689	21:30	22:00	21:30Z/22:00Z	2024-02-07	-53.0433	-65.015	-53.0033	-65.1283	LINESTRING (-65.0150 -53.0433, -65.1283 -53.0033)	-65.0717	-53.0233	4399
468	ULB - EMC2	2024	2	7	T2 TOPP_05	21:30	21:30:00	22:00	22:00:00		20	9	54	57.4	66	59.1	54	59.8	66	52.3	EPSG:4326	Dusky Dolphin	4	Lagenorhynchus obscurus	Lagenorhynchus obscurus		urn:lsid:marinespecies.org:taxname:231434	Animalia	Chordata	Mammalia	Cetartiodactyla	Delphinidae	Lagenorhynchus	obscurus	(Gray, 1828)	Lagenorhynchus obscurus (Gray, 1828)	species	Henri Robert	Magellanic Area		HumanObservation	Henri Robert | Bruno Danis	https://orcid.org/0000-0002-9037-7623							present	Top predators (page 80) https://doi.org/10.5281/zenodo.11653689	21:30	22:00	21:30Z/22:00Z	2024-02-07	-53.0433	-65.015	-53.0033	-65.1283	LINESTRING (-65.0150 -53.0433, -65.1283 -53.0033)	-65.0717	-53.0233	4399
469	ULB - EMC2	2024	2	7	T2 TOPP_05	21:30	21:30:00	22:00	22:00:00		20	9	54	57.4	66	59.1	54	59.8	66	52.3	EPSG:4326	Dolphin sp.	4	Lagenorhynchus sp.	Lagenorhynchus	sp.	urn:lsid:marinespecies.org:taxname:137020	Animalia	Chordata	Mammalia	Cetartiodactyla	Delphinidae	Lagenorhynchus		Gray, 1846	Lagenorhynchus Gray, 1846	genus	Henri Robert	Magellanic Area		HumanObservation	Henri Robert | Bruno Danis	https://orcid.org/0000-0002-9037-7623							present	Top predators (page 80) https://doi.org/10.5281/zenodo.11653689	21:30	22:00	21:30Z/22:00Z	2024-02-07	-53.0433	-65.015	-53.0033	-65.1283	LINESTRING (-65.0150 -53.0433, -65.1283 -53.0033)	-65.0717	-53.0233	4399
470	ULB - EMC2	2024	2	7	T2 TOPP_06	22:00	22:00:00	22:30	22:30:00		20	8	54	59.8	66	52.3	55	2	66	46.3	EPSG:4326	Black-browed Albatross	9	Thalassarche melanophris	Thalassarche melanophris		urn:lsid:marinespecies.org:taxname:343995	Animalia	Chordata	Aves	Procellariiformes	Diomedeidae	Thalassarche	melanophris	(Temminck, 1828)	Thalassarche melanophris (Temminck, 1828)	species	Henri Robert	Magellanic Area		HumanObservation	Henri Robert | Bruno Danis	https://orcid.org/0000-0002-9037-7623							present	Top predators (page 80) https://doi.org/10.5281/zenodo.11653689	22:00	22:30	22:00Z/22:30Z	2024-02-07	-53.0033	-65.1283	-54.9667	-65.2283	LINESTRING (-65.1283 -53.0033, -65.2283 -54.9667)	-65.1783	-53.9850	109332
471	ULB - EMC2	2024	2	7	T2 TOPP_06	22:00	22:00:00	22:30	22:30:00		20	8	54	59.8	66	52.3	55	2	66	46.3	EPSG:4326	Southern Giant-petrel		Macronectes giganteus	Macronectes giganteus		urn:lsid:marinespecies.org:taxname:212636	Animalia	Chordata	Aves	Procellariiformes	Procellariidae	Macronectes	giganteus	(Gmelin, 1789)	Macronectes giganteus (Gmelin, 1789)	species	Henri Robert	Magellanic Area		HumanObservation	Henri Robert | Bruno Danis	https://orcid.org/0000-0002-9037-7623							present	Top predators (page 80) https://doi.org/10.5281/zenodo.11653689	22:00	22:30	22:00Z/22:30Z	2024-02-07	-53.0033	-65.1283	-54.9667	-65.2283	LINESTRING (-65.1283 -53.0033, -65.2283 -54.9667)	-65.1783	-53.9850	109332
472	ULB - EMC2	2024	2	7	T2 TOPP_06	22:00	22:00:00	22:30	22:30:00		20	8	54	59.8	66	52.3	55	2	66	46.3	EPSG:4326	Sooty Shearwater	7	Ardenna grisea	Ardenna grisea		urn:lsid:marinespecies.org:taxname:707542	Animalia	Chordata	Aves	Procellariiformes	Procellariidae	Ardenna	grisea	(Gmelin, 1789)	Ardenna grisea (Gmelin, 1789)	species	Henri Robert	Magellanic Area		HumanObservation	Henri Robert | Bruno Danis	https://orcid.org/0000-0002-9037-7623							present	Top predators (page 80) https://doi.org/10.5281/zenodo.11653689	22:00	22:30	22:00Z/22:30Z	2024-02-07	-53.0033	-65.1283	-54.9667	-65.2283	LINESTRING (-65.1283 -53.0033, -65.2283 -54.9667)	-65.1783	-53.9850	109332
473	ULB - EMC2	2024	2	7	T2 TOPP_06	22:00	22:00:00	22:30	22:30:00		20	8	54	59.8	66	52.3	55	2	66	46.3	EPSG:4326	Chilean Skua	2	Stercorarius chilensis	Stercorarius chilensis		urn:lsid:marinespecies.org:taxname:567472	Animalia	Chordata	Aves	Charadriiformes	Stercorariidae	Stercorarius	chilensis	Bonaparte, 1857	Stercorarius chilensis Bonaparte, 1857	species	Henri Robert	Magellanic Area		HumanObservation	Henri Robert | Bruno Danis	https://orcid.org/0000-0002-9037-7623							present	Top predators (page 80) https://doi.org/10.5281/zenodo.11653689	22:00	22:30	22:00Z/22:30Z	2024-02-07	-53.0033	-65.1283	-54.9667	-65.2283	LINESTRING (-65.1283 -53.0033, -65.2283 -54.9667)	-65.1783	-53.9850	109332
474	ULB - EMC2	2024	2	7	T2 TOPP_06	22:00	22:00:00	22:30	22:30:00		20	8	54	59.8	66	52.3	55	2	66	46.3	EPSG:4326	South American Tern	5	Sterna hirundinacea	Sterna hirundinacea		urn:lsid:marinespecies.org:taxname:225979	Animalia	Chordata	Aves	Charadriiformes	Laridae	Sterna	hirundinacea	Lesson, 1831	Sterna hirundinacea Lesson, 1831	species	Henri Robert	Magellanic Area		HumanObservation	Henri Robert | Bruno Danis	https://orcid.org/0000-0002-9037-7623							present	Top predators (page 80) https://doi.org/10.5281/zenodo.11653689	22:00	22:30	22:00Z/22:30Z	2024-02-07	-53.0033	-65.1283	-54.9667	-65.2283	LINESTRING (-65.1283 -53.0033, -65.2283 -54.9667)	-65.1783	-53.9850	109332
475	ULB - EMC2	2024	2	7	T2 TOPP_06	22:00	22:00:00	22:30	22:30:00		20	8	54	59.8	66	52.3	55	2	66	46.3	EPSG:4326	Imperial Cormoran	3	Leucocarbo atriceps	Leucocarbo atriceps		urn:lsid:marinespecies.org:taxname:1603882	Animalia	Chordata	Aves	Pelecaniformes	Phalacrocoracidae	Leucocarbo	atriceps	(King, 1828)	Leucocarbo atriceps (King, 1828)	species	Henri Robert	Magellanic Area		HumanObservation	Henri Robert | Bruno Danis	https://orcid.org/0000-0002-9037-7623							present	Top predators (page 80) https://doi.org/10.5281/zenodo.11653689	22:00	22:30	22:00Z/22:30Z	2024-02-07	-53.0033	-65.1283	-54.9667	-65.2283	LINESTRING (-65.1283 -53.0033, -65.2283 -54.9667)	-65.1783	-53.9850	109332
476	ULB - EMC2	2024	2	7	T2 TOPP_06	22:00	22:00:00	22:30	22:30:00		20	8	54	59.8	66	52.3	55	2	66	46.3	EPSG:4326	Dusky Dolphin	10	Lagenorhynchus obscurus	Lagenorhynchus obscurus		urn:lsid:marinespecies.org:taxname:231434	Animalia	Chordata	Mammalia	Cetartiodactyla	Delphinidae	Lagenorhynchus	obscurus	(Gray, 1828)	Lagenorhynchus obscurus (Gray, 1828)	species	Henri Robert	Magellanic Area		HumanObservation	Henri Robert | Bruno Danis	https://orcid.org/0000-0002-9037-7623							present	Top predators (page 80) https://doi.org/10.5281/zenodo.11653689	22:00	22:30	22:00Z/22:30Z	2024-02-07	-53.0033	-65.1283	-54.9667	-65.2283	LINESTRING (-65.1283 -53.0033, -65.2283 -54.9667)	-65.1783	-53.9850	109332
477	ULB - EMC2	2024	2	8	T2 TOPP_07	9:00	09:00:00	9:30	09:30:00	6	100		55	53	66	22	55	54	66	22	EPSG:4326	Black-browed Albatross	1	Thalassarche melanophris	Thalassarche melanophris		urn:lsid:marinespecies.org:taxname:343995	Animalia	Chordata	Aves	Procellariiformes	Diomedeidae	Thalassarche	melanophris	(Temminck, 1828)	Thalassarche melanophris (Temminck, 1828)	species	Henri Robert	Cape Horn area		HumanObservation	Henri Robert | Bruno Danis	https://orcid.org/0000-0002-9037-7623							present	Top predators (page 80) https://doi.org/10.5281/zenodo.11653689	09:00	09:30	09:00Z/09:30Z	2024-02-08	-54.1167	-65.6333	-54.1	-65.6333	POINT (-65.6333 -54.1167)	-65.6333	-54.1167	30
478	ULB - EMC2	2024	2	8	T2 TOPP_07	9:00	09:00:00	9:30	09:30:00	6	100		55	53	66	22	55	54	66	22	EPSG:4326	Wandering Albatross	1	Diomedea exulans	Diomedea exulans		urn:lsid:marinespecies.org:taxname:212583	Animalia	Chordata	Aves	Procellariiformes	Diomedeidae	Diomedea	exulans	Linnaeus, 1758	Diomedea exulans Linnaeus, 1758	species	Henri Robert	Cape Horn area		HumanObservation	Henri Robert | Bruno Danis	https://orcid.org/0000-0002-9037-7623							present	Top predators (page 80) https://doi.org/10.5281/zenodo.11653689	09:00	09:30	09:00Z/09:30Z	2024-02-08	-54.1167	-65.6333	-54.1	-65.6333	POINT (-65.6333 -54.1167)	-65.6333	-54.1167	30
479	ULB - EMC2	2024	2	8	T2 TOPP_07	9:00	09:00:00	9:30	09:30:00	6	100		55	53	66	22	55	54	66	22	EPSG:4326	Sooty Shearwater	2	Ardenna grisea	Ardenna grisea		urn:lsid:marinespecies.org:taxname:707542	Animalia	Chordata	Aves	Procellariiformes	Procellariidae	Ardenna	grisea	(Gmelin, 1789)	Ardenna grisea (Gmelin, 1789)	species	Henri Robert	Cape Horn area		HumanObservation	Henri Robert | Bruno Danis	https://orcid.org/0000-0002-9037-7623							present	Top predators (page 80) https://doi.org/10.5281/zenodo.11653689	09:00	09:30	09:00Z/09:30Z	2024-02-08	-54.1167	-65.6333	-54.1	-65.6333	POINT (-65.6333 -54.1167)	-65.6333	-54.1167	30
480	ULB - EMC2	2024	2	8	T2 TOPP_08	9:30	09:30:00	10:00	10:00:00	6	100		55	54	66	22	55	57	66	20	EPSG:4326	Black-browed Albatross	1	Thalassarche melanophris	Thalassarche melanophris		urn:lsid:marinespecies.org:taxname:343995	Animalia	Chordata	Aves	Procellariiformes	Diomedeidae	Thalassarche	melanophris	(Temminck, 1828)	Thalassarche melanophris (Temminck, 1828)	species	Henri Robert	Cape Horn area		HumanObservation	Henri Robert | Bruno Danis	https://orcid.org/0000-0002-9037-7623							present	Top predators (page 80) https://doi.org/10.5281/zenodo.11653689	09:30	10:00	09:30Z/10:00Z	2024-02-08	-54.1	-65.6333	-54.05	-65.6667	LINESTRING (-65.6333 -54.1000, -65.6667 -54.0500)	-65.6500	-54.0750	2989
481	ULB - EMC2	2024	2	8	T2 TOPP_08	9:30	09:30:00	10:00	10:00:00	6	100		55	54	66	22	55	57	66	20	EPSG:4326	Wandering Albatross	2	Diomedea exulans	Diomedea exulans		urn:lsid:marinespecies.org:taxname:212583	Animalia	Chordata	Aves	Procellariiformes	Diomedeidae	Diomedea	exulans	Linnaeus, 1758	Diomedea exulans Linnaeus, 1758	species	Henri Robert	Cape Horn area		HumanObservation	Henri Robert | Bruno Danis	https://orcid.org/0000-0002-9037-7623							present	Top predators (page 80) https://doi.org/10.5281/zenodo.11653689	09:30	10:00	09:30Z/10:00Z	2024-02-08	-54.1	-65.6333	-54.05	-65.6667	LINESTRING (-65.6333 -54.1000, -65.6667 -54.0500)	-65.6500	-54.0750	2989
482	ULB - EMC2	2024	2	8	T2 TOPP_08	9:30	09:30:00	10:00	10:00:00	6	100		55	54	66	22	55	57	66	20	EPSG:4326	Southern Giant-petrel	2	Macronectes giganteus	Macronectes giganteus		urn:lsid:marinespecies.org:taxname:212636	Animalia	Chordata	Aves	Procellariiformes	Procellariidae	Macronectes	giganteus	(Gmelin, 1789)	Macronectes giganteus (Gmelin, 1789)	species	Henri Robert	Cape Horn area		HumanObservation	Henri Robert | Bruno Danis	https://orcid.org/0000-0002-9037-7623							present	Top predators (page 80) https://doi.org/10.5281/zenodo.11653689	09:30	10:00	09:30Z/10:00Z	2024-02-08	-54.1	-65.6333	-54.05	-65.6667	LINESTRING (-65.6333 -54.1000, -65.6667 -54.0500)	-65.6500	-54.0750	2989
483	ULB - EMC2	2024	2	8	T2 TOPP_08	9:30	09:30:00	10:00	10:00:00	6	100		55	54	66	22	55	57	66	20	EPSG:4326	Sooty Shearwater	6	Ardenna grisea	Ardenna grisea		urn:lsid:marinespecies.org:taxname:707542	Animalia	Chordata	Aves	Procellariiformes	Procellariidae	Ardenna	grisea	(Gmelin, 1789)	Ardenna grisea (Gmelin, 1789)	species	Henri Robert	Cape Horn area		HumanObservation	Henri Robert | Bruno Danis	https://orcid.org/0000-0002-9037-7623							present	Top predators (page 80) https://doi.org/10.5281/zenodo.11653689	09:30	10:00	09:30Z/10:00Z	2024-02-08	-54.1	-65.6333	-54.05	-65.6667	LINESTRING (-65.6333 -54.1000, -65.6667 -54.0500)	-65.6500	-54.0750	2989
484	ULB - EMC2	2024	2	8	T2 TOPP_09	10:00	10:00:00	10:30	10:30:00	6	90		55	57	66	20	56	0	66	19	EPSG:4326	Sooty Shearwater	4	Ardenna grisea	Ardenna grisea		urn:lsid:marinespecies.org:taxname:707542	Animalia	Chordata	Aves	Procellariiformes	Procellariidae	Ardenna	grisea	(Gmelin, 1789)	Ardenna grisea (Gmelin, 1789)	species	Henri Robert	Cape Horn area		HumanObservation	Henri Robert | Bruno Danis	https://orcid.org/0000-0002-9037-7623	Rain			rain	rain		present	Top predators (page 80) https://doi.org/10.5281/zenodo.11653689	10:00	10:30	10:00Z/10:30Z	2024-02-08	-54.05	-65.6667	-56	-65.6833	LINESTRING (-65.6667 -54.0500, -65.6833 -56.0000)	-65.6750	-55.0250	108537
485	ULB - EMC2	2024	2	8	T2 TOPP_10	17:30	17:30:00	18:00	18:00:00	 	90	7.5	56	46	66	4	56	49	66	3.9	EPSG:4326	Black-browed Albatross	1	Thalassarche melanophris	Thalassarche melanophris		urn:lsid:marinespecies.org:taxname:343995	Animalia	Chordata	Aves	Procellariiformes	Diomedeidae	Thalassarche	melanophris	(Temminck, 1828)	Thalassarche melanophris (Temminck, 1828)	species	Henri Robert	Drake Passage		HumanObservation	Henri Robert | Bruno Danis	https://orcid.org/0000-0002-9037-7623							present	Top predators (page 80) https://doi.org/10.5281/zenodo.11653689	17:30	18:00	17:30Z/18:00Z	2024-02-08	-55.2333	-65.9333	-55.1833	-65.935	LINESTRING (-65.9333 -55.2333, -65.9350 -55.1833)	-65.9342	-55.2083	2783
486	ULB - EMC2	2024	2	8	T2 TOPP_10	17:30	17:30:00	18:00	18:00:00	 	90	7.5	56	46	66	4	56	49	66	3.9	EPSG:4326	Grey-headed Albatross	1	Thalassarche chrysostoma	Thalassarche chrysostoma		urn:lsid:marinespecies.org:taxname:225760	Animalia	Chordata	Aves	Procellariiformes	Diomedeidae	Thalassarche	chrysostoma	(Forster, 1785)	Thalassarche chrysostoma (Forster, 1785)	species	Henri Robert	Drake Passage		HumanObservation	Henri Robert | Bruno Danis	https://orcid.org/0000-0002-9037-7623							present	Top predators (page 80) https://doi.org/10.5281/zenodo.11653689	17:30	18:00	17:30Z/18:00Z	2024-02-08	-55.2333	-65.9333	-55.1833	-65.935	LINESTRING (-65.9333 -55.2333, -65.9350 -55.1833)	-65.9342	-55.2083	2783
487	ULB - EMC2	2024	2	8	T2 TOPP_10	17:30	17:30:00	18:00	18:00:00	 	90	7.5	56	46	66	4	56	49	66	3.9	EPSG:4326	Soft-plumaged Petrel	1	Pterodroma mollis	Pterodroma mollis		urn:lsid:marinespecies.org:taxname:137199	Animalia	Chordata	Aves	Procellariiformes	Procellariidae	Pterodroma	mollis	(Gould, 1844)	Pterodroma mollis (Gould, 1844)	species	Henri Robert	Drake Passage		HumanObservation	Henri Robert | Bruno Danis	https://orcid.org/0000-0002-9037-7623							present	Top predators (page 80) https://doi.org/10.5281/zenodo.11653689	17:30	18:00	17:30Z/18:00Z	2024-02-08	-55.2333	-65.9333	-55.1833	-65.935	LINESTRING (-65.9333 -55.2333, -65.9350 -55.1833)	-65.9342	-55.2083	2783
488	ULB - EMC2	2024	2	8	T2 TOPP_10	17:30	17:30:00	18:00	18:00:00	 	90	7.5	56	46	66	4	56	49	66	3.9	EPSG:4326	Prion sp.	1	Pachyptila sp.	Pachyptila	sp.	urn:lsid:marinespecies.org:taxname:204680	Animalia	Chordata	Aves	Procellariiformes	Procellariidae	Pachyptila		Illiger, 1811	Pachyptila Illiger, 1811	genus	Henri Robert	Drake Passage		HumanObservation	Henri Robert | Bruno Danis	https://orcid.org/0000-0002-9037-7623							present	Top predators (page 80) https://doi.org/10.5281/zenodo.11653689	17:30	18:00	17:30Z/18:00Z	2024-02-08	-55.2333	-65.9333	-55.1833	-65.935	LINESTRING (-65.9333 -55.2333, -65.9350 -55.1833)	-65.9342	-55.2083	2783
489	ULB - EMC2	2024	2	8	T2 TOPP_10	17:30	17:30:00	18:00	18:00:00	 	90	7.5	56	46	66	4	56	49	66	3.9	EPSG:4326	Wilson's Storm-petrel	1	Oceanites oceanicus	Oceanites oceanicus		urn:lsid:marinespecies.org:taxname:137190	Animalia	Chordata	Aves	Procellariiformes	Hydrobatidae	Oceanites	oceanicus	(Kuhl, 1820)	Oceanites oceanicus (Kuhl, 1820)	species	Henri Robert	Drake Passage		HumanObservation	Henri Robert | Bruno Danis	https://orcid.org/0000-0002-9037-7623							present	Top predators (page 80) https://doi.org/10.5281/zenodo.11653689	17:30	18:00	17:30Z/18:00Z	2024-02-08	-55.2333	-65.9333	-55.1833	-65.935	LINESTRING (-65.9333 -55.2333, -65.9350 -55.1833)	-65.9342	-55.2083	2783
490	ULB - EMC2	2024	2	8	T2 TOPP_10	17:30	17:30:00	18:00	18:00:00	 	90	7.5	56	46	66	4	56	49	66	3.9	EPSG:4326	Black-bellied Storm-petrel	2	Fregetta tropica	Fregetta tropica		urn:lsid:marinespecies.org:taxname:212696	Animalia	Chordata	Aves	Procellariiformes	Hydrobatidae	Fregetta	tropica	(Gould, 1844)	Fregetta tropica (Gould, 1844)	species	Henri Robert	Drake Passage		HumanObservation	Henri Robert | Bruno Danis	https://orcid.org/0000-0002-9037-7623							present	Top predators (page 80) https://doi.org/10.5281/zenodo.11653689	17:30	18:00	17:30Z/18:00Z	2024-02-08	-55.2333	-65.9333	-55.1833	-65.935	LINESTRING (-65.9333 -55.2333, -65.9350 -55.1833)	-65.9342	-55.2083	2783
